,result,table,_start,_stop,_value,session_id,_time
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T13:52:30Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T13:53:00Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T13:53:30Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T13:54:00Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T13:54:30Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T13:55:00Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T13:55:30Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T13:56:00Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T13:56:30Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T13:57:00Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T13:57:30Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T13:58:00Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T13:58:30Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T13:59:00Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T13:59:30Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:00:00Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:00:30Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:01:00Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:01:30Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:02:00Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:02:30Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:03:00Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:03:30Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:04:00Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:04:30Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:05:00Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:05:30Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:06:00Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:06:30Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:07:00Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:07:30Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:08:00Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:08:30Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:09:00Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:09:30Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:10:00Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:10:30Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:11:00Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:11:30Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:12:00Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:12:30Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:13:00Z
,,0,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,high,0,2021-05-14T14:13:01Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:41:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:41:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:42:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:42:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,69,2021-05-14T11:43:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,197,2021-05-14T11:43:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:44:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:44:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:45:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:45:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:46:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:46:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:47:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:47:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:48:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:48:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:49:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:49:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:50:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:50:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:51:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:51:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:52:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:52:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:53:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:53:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:54:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:54:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:55:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:55:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:56:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:56:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:57:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:57:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:58:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:58:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:59:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T11:59:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:00:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:00:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:01:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:01:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:02:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:02:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:03:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:03:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:04:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:04:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:05:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:05:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:06:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:06:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:07:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:07:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:08:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:08:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:09:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:09:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:10:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:10:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:11:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:11:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:12:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:12:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:13:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,84,2021-05-14T12:13:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,190,2021-05-14T12:14:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:14:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:15:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:15:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:16:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:16:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:17:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:17:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:18:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:18:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:19:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:19:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:20:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:20:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:21:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:21:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:22:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:22:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:23:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:23:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:24:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:24:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:25:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:25:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:26:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:26:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:27:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:27:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:28:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:28:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:29:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:29:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:30:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:30:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:31:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:31:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:32:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:32:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:33:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:33:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:34:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:34:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:35:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:35:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:36:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:36:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:37:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:37:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:38:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:38:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:39:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:39:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:40:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:40:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:41:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:41:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:42:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,7,2021-05-14T12:42:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:43:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:43:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,81,2021-05-14T12:44:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,180,2021-05-14T12:44:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:45:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:45:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:46:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:46:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:47:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:47:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:48:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:48:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:49:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:49:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:50:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:50:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:51:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:51:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:52:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:52:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:53:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:53:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:54:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:54:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:55:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:55:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:56:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:56:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:57:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:57:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:58:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:58:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:59:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T12:59:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:00:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:00:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:01:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:01:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:02:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:02:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:03:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:03:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:04:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:04:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:05:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:05:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:06:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:06:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:07:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:07:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:08:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:08:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:09:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:09:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:10:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:10:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:11:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:11:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:12:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:12:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,8,2021-05-14T13:13:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:13:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:14:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,74,2021-05-14T13:14:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,192,2021-05-14T13:15:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:15:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:16:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:16:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:17:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:17:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:18:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:18:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:19:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:19:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:20:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:20:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:21:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:21:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:22:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:22:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:23:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:23:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:24:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:24:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:25:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:25:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:26:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:26:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:27:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:27:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:28:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:28:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:29:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:29:30Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:30:00Z
,,1,2021-05-14T11:40:48Z,2021-05-14T14:13:01Z,low,0,2021-05-14T13:30:30Z
